adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001628280-25-007126	873860	ONITY GROUP INC.	6162	US	FL	WEST PALM BEACH	33409	1661 WORTHINGTON ROAD	SUITE 100	561-682-8000	US	FL	WEST PALM BEACH	33409	1661 WORTHINGTON ROAD	SUITE 100	US	FL	650039856	OCWEN FINANCIAL CORP	20110301	2-ACC	0	1231	10-K	20241231	2024	FY	20250221	2025-02-21 16:23:00.0	0	1	ocn-20241231_htm.xml	1	
0001628280-25-007183	1253986	ARBOR REALTY TRUST INC	6798	US	NY	UNIONDALE	11553	333 EARLE OVINGTON BOULEVARD	SUITE 900	516-506-4200	US	NY	UNIONDALE	11553	333 EARLE OVINGTON BLVD STE.900		US	MD	200057959			1-LAF	1	1231	10-K	20241231	2024	FY	20250221	2025-02-21 16:50:00.0	0	1	abr-20241231_htm.xml	1	
0001628280-25-007201	10456	BAXTER INTERNATIONAL INC	3841	US	IL	DEERFIELD	60015	ONE BAXTER PKWY	DF2-1W	8479482000	US	IL	DEERFIELD	60015	ONE BAXTER PARKWAY	DF2-1W	US	DE	360781620	BAXTER TRAVENOL LABORATORIES INC	19880522	1-LAF	0	1231	10-K	20241231	2024	FY	20250221	2025-02-21 17:15:00.0	0	1	bax-20241231_htm.xml	1	
0001628280-25-007202	9326	BALCHEM CORP	2800	US	NJ	MONTVALE	07645	5 PARAGON DRIVE		(845) 326-5600	US	NJ	MONTVALE	07645	5 PARAGON DRIVE		US	MD	132578432			1-LAF	1	1231	10-K	20241231	2024	FY	20250221	2025-02-21 17:23:00.0	0	1	bcpc-20241231_htm.xml	1	
0001628280-25-007376	1512673	BLOCK, INC.	7372	US	CA	OAKLAND	94612	1955 BROADWAY	SUITE 600	415-375-3176	US	CA	OAKLAND	94612	1955 BROADWAY	SUITE 600	US	DE	800429876	SQUARE, INC.	20110210	1-LAF	1	1231	10-K	20241231	2024	FY	20250224	2025-02-24 16:17:00.0	0	1	sq-20241231_htm.xml	1	
0001759655-25-000018	1759655	PRIVIA HEALTH GROUP, INC.	8000	US	VA	ARLINGTON	22203	950 N. GLEBE RD., SUITE 700		571-366-8850	US	VA	ARLINGTON	22203	950 N. GLEBE RD., SUITE 700		US	DE	000000000	PH GROUP PARENT CORP.	20181120	1-LAF	1	1231	10-K	20241231	2024	FY	20250227	2025-02-27 08:55:00.0	0	1	prva-20241231_htm.xml	1	
0001760689-25-000005	1760689	MICROVAST HOLDINGS, INC.	3690	US	TX	STAFFORD	77477	12603 SOUTHWEST FREEWAY, SUITE 210		(281) 491-9595	US	TX	STAFFORD	77477	12603 SOUTHWEST FREEWAY, SUITE 210		US	DE	832530757	TUSCAN HOLDINGS CORP.	20181204	2-ACC	0	1231	10-Q/A	20240630	2024	Q2	20250331	2025-03-31 16:41:00.0	0	1	mvst-20240630_htm.xml	1	
0001760689-25-000006	1760689	MICROVAST HOLDINGS, INC.	3690	US	TX	STAFFORD	77477	12603 SOUTHWEST FREEWAY, SUITE 210		(281) 491-9595	US	TX	STAFFORD	77477	12603 SOUTHWEST FREEWAY, SUITE 210		US	DE	832530757	TUSCAN HOLDINGS CORP.	20181204	2-ACC	0	1231	10-Q/A	20240930	2024	Q3	20250331	2025-03-31 16:41:00.0	0	1	mvst-20240930_htm.xml	1	
0001760689-25-000010	1760689	MICROVAST HOLDINGS, INC.	3690	US	TX	STAFFORD	77477	12603 SOUTHWEST FREEWAY, SUITE 210		(281) 491-9595	US	TX	STAFFORD	77477	12603 SOUTHWEST FREEWAY, SUITE 210		US	DE	832530757	TUSCAN HOLDINGS CORP.	20181204	2-ACC	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 16:56:00.0	0	1	mvst-20241231_htm.xml	1	
0001760965-25-000011	1760965	KONTOOR BRANDS, INC.	2320	US	NC	GREENSBORO	27401	400 N. ELM STREET		(336) 332-3400	US	NC	GREENSBORO	27401	400 N. ELM STREET		US	NC	832680248			1-LAF	1	1231	10-K	20241231	2024	FY	20250225	2025-02-25 16:21:00.0	0	1	ktb-20241228_htm.xml	1	
0001761696-25-000006	1761696	CROWN ELECTROKINETICS CORP.	3679	US	OR	CORVALLIS	97330	1110 NE CIRCLE BLVD		800-674-3612	US	OR	CORVALLIS	97330	1110 NE CIRCLE BLVD		US	DE	475423944			4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 17:09:00.0	0	1	crkn-20241231_htm.xml	1	
0001764013-25-000026	1764013	IMMUNOVANT, INC.	2836	US	NY	NEW YORK	10018	320 WEST 37TH STREET		917-580-3099	US	NY	NEW YORK	10018	320 WEST 37TH STREET		US	DE	832771572	HEALTH SCIENCES ACQUISITIONS CORP	20190108	1-LAF	0	0331	10-Q	20241231	2025	Q3	20250206	2025-02-06 06:45:00.0	0	1	imvt-20241231_htm.xml	1	
0001764046-25-000011	1764046	CLARIVATE PLC	7374	JE		ST. HELIER	JE14TR	4TH FLOOR, ST. PAUL'S GATE	22-24 NEW STREET	(207) 433-4000	GB		LONDON	EC3A 8BE	70 ST. MARY AXE		JE		000000000	CLARIVATE PLC	20200507	1-LAF	1	1231	10-K	20241231	2024	FY	20250219	2025-02-19 06:04:00.0	0	1	clvt-20241231_htm.xml	1	
0001765107-25-000004	1765107	CIM OPPORTUNITY ZONE FUND, L.P.	6799	US	CA	LOS ANGELES	90010	4700 WILSHIRE BLVD		323-860-4900	US	CA	LOS ANGELES	90010	4700 WILSHIRE BLVD		US	DE	832441037			4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 13:49:00.0	0	1	cim-20241231_htm.xml	1	
0001766037-25-000003	1766037	NMF SLF I, INC.		US	NY	NEW YORK	10019	787 SEVENTH AVENUE	48TH FLOOR	(212) 720-0300	US	NY	NEW YORK	10019	787 SEVENTH AVENUE	48TH FLOOR	US	MD	000000000	NMF SENIOR LOAN FUND I, INC.	20190125	4-NON	0	1231	10-K	20241231	2024	FY	20250306	2025-03-06 16:52:00.0	0	1	nmslf-20241231_htm.xml	1	
0001766400-25-000024	1766400	PENNANT GROUP, INC.	8000	US	ID	EAGLE	83616	1675 E. RIVERSIDE DRIVE, SUITE 150		2089576025	US	ID	EAGLE	83616	1675 E. RIVERSIDE DRIVE, SUITE 150		US	DE	000000000			2-ACC	1	1231	10-K	20241231	2024	FY	20250227	2025-02-27 16:09:00.0	0	1	pntg-20241231_htm.xml	1	
0001766478-25-000019	1766478	ANGEL OAK MORTGAGE REIT, INC.	6500	US	GA	ATLANTA	30326	3344 PEACHTREE ROAD NE	SUITE 1725	404-953-4900	US	GA	ATLANTA	30326	3344 PEACHTREE ROAD NE	SUITE 1725	US	MD	371892154	ANGEL OAK MORTGAGE, INC.	20230309	4-NON	0	1231	10-K	20241231	2024	FY	20250324	2025-03-24 16:21:00.0	0	1	aomr-20241231_htm.xml	1	
0001766502-25-000014	1766502	CHEWY, INC.	5961	US	FL	PLANTATION	33322	7700 WEST SUNRISE BOULEVARD		786-320-7111	US	FL	PLANTATION	33322	7700 WEST SUNRISE BOULEVARD				901020167			1-LAF	1	0131	10-K	20250131	2024	FY	20250326	2025-03-26 07:29:00.0	0	1	chwy-20250202_htm.xml	1	
0001767042-25-000010	1767042	KODIAK GAS SERVICES, INC.	4922	US	TX	THE WOODLANDS	77380	9950 WOODLOCH FOREST DRIVE, 19TH FLOOR		936-539-3300	US	TX	THE WOODLANDS	77380	9950 WOODLOCH FOREST DRIVE, 19TH FLOOR		US	DE	833013440	FRONTIER TOPCO, INC.	20190206	2-ACC	0	1231	10-K	20241231	2024	FY	20250307	2025-03-06 17:41:00.0	0	1	kgs-20241231_htm.xml	1	
0001767258-25-000008	1767258	XPEL, INC.	3470	US	TX	SAN ANTONIO	78215	711 BROADWAY ST.	SUITE 320	210-678-3700	US	TX	SAN ANTONIO	78215	711 BROADWAY ST.	SUITE 320	US	NV	201117381			1-LAF	1	1231	10-K	20241231	2024	FY	20250228	2025-02-28 08:46:00.0	0	1	xpel-20241231_htm.xml	1	
0001767837-25-000006	1767837	RICHMOND MUTUAL BANCORPORATION, INC.	6022	US	IN	RICHMOND	47374	31 N. 9TH STREET		765-973-4299	US	IN	RICHMOND	47374	31 N. 9TH STREET				364926041			4-NON	0	1231	10-K	20241231	2024	FY	20250327	2025-03-27 17:14:00.0	0	1	fil-20241231_htm.xml	1	
0001770236-25-000008	1770236	MOVING IMAGE TECHNOLOGIES INC.	3861	US	CA	FOUNTAIN VALLEY	92708	17760 NEWHOPE STREET		7147517998	US	CA	FOUNTAIN VALLEY	92708	17760 NEWHOPE STREET		US	DE	200232845			4-NON	0	0630	10-Q	20241231	2025	Q2	20250213	2025-02-13 11:15:00.0	0	1	mitq-20241231x10q_htm.xml	1	
0001770450-25-000010	1770450	XEROX HOLDINGS CORP	3577	US	CT	NORWALK	06851	201 MERRITT 7		2038495216	US	CT	NORWALK	06851	201 MERRITT 7		US	CT	833933743	HALOID XEROX INC	19730813	1-LAF	1	1231	10-K	20241231	2024	FY	20250224	2025-02-24 16:39:00.0	0	1	xrx-20241231_htm.xml	2	108772
0001770787-25-000013	1770787	10X GENOMICS, INC.	3826	US	CA	PLEASANTON	94588	6230 STONERIDGE MALL ROAD		(925) 401-7300	US	CA	PLEASANTON	94588	6230 STONERIDGE MALL ROAD		US	DE	455614458	10X GENOMICS, INC.	20190315	1-LAF	0	1231	10-K	20241231	2024	FY	20250213	2025-02-12 18:24:00.0	0	1	txg-20241231_htm.xml	1	
0001999371-25-003471	883107	NANOPHASE TECHNOLOGIES CORP	2844	US	IL	ROMEOVILLE	60446	1319 MARQUETTE DRIVE		6303231200	US	IL	ROMEOVILLE	60446	1319 MARQUETTE DRIVE		US	DE	363687863	NANOPHASE TECHNOLOGIES CORPORATION	19970305	4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 13:58:00.0	0	1	solesence_10k-123124_htm.xml	1	
0001999371-25-003519	1615222	MOODY NATIONAL REIT II, INC.	6798	US	TX	HOUSTON	77057	6363 WOODWAY	SUITE 110	713-977-7500	US	TX	HOUSTON	77057	6363 WOODWAY	SUITE 110	US	MD	471436295			4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 17:02:00.0	0	1	mnrtii-10k_123124_htm.xml	1	
0001999371-25-003528	889348	CPI AEROSTRUCTURES INC	3728	US	NY	EDGEWOOD	11717	200A EXECUTIVE DR		5165865200	US	NY	EDGEWOOD	11717	91 HEARTLAND BLVD		US	NY	112520310			4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 17:16:00.0	0	1	cpi-10k_123124_htm.xml	1	
0001999371-25-003533	861441	LOCORR FUTURES PORTFOLIO FUND L.P.	6221	US	MN	EXCELSIOR	55331	C/O STEBEN & COMPANY, INC.	687 EXCELSIOR BLVD.	952-767-6900	US	MN	EXCELSIOR	55331	C/O STEBEN & COMPANY, INC.	687 EXCELSIOR BLVD.	US	MD	521627106	FUTURES PORTFOLIO FUND L.P.	20070815	4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 17:23:00.0	0	1	fpf-10k_123124_htm.xml	1	
0001999480-25-000025	1999480	ALTO NEUROSCIENCE, INC.	2834	US	CA	MOUNTAIN VIEW	94041	650 CASTRO STREET, SUITE 450		773-255-5012	US	CA	MOUNTAIN VIEW	94041	650 CASTRO STREET, SUITE 450		US	DE	834210124			4-NON	0	1231	10-K	20241231	2024	FY	20250320	2025-03-20 16:36:00.0	0	1	alto-20241231_htm.xml	1	
0001999784-25-000017	1999784	NORTH HAVEN NET REIT	6798	US	NY	NEW YORK	10036	1585 BROADWAY		212-761-2340	US	NY	NEW YORK	10036	1585 BROADWAY		US	MD	922570735			4-NON	0	1231	10-K	20241231	2024	FY	20250224	2025-02-24 16:31:00.0	0	1	nh-20241231_htm.xml	1	
0002002473-25-000008	2002473	BOWHEAD SPECIALTY HOLDINGS INC.	6331	US	NY	NEW YORK	10018	452 5TH AVENUE	24TH FLOOR	2129700269	US	NY	NEW YORK	10018	452 5TH AVENUE	24TH FLOOR	US	DE	000000000	BOWHEAD HOLDINGS INC.	20231128	4-NON	0	1231	10-K	20241231	2024	FY	20250227	2025-02-27 17:14:00.0	0	1	bow-20241231_htm.xml	1	
0002003881-25-000020	2003881	STIRLING HOTELS & RESORTS, INC.	6798	US	TX	DALLAS	75254	14185 DALLAS PARKWAY	SUITE 1200	972.490.9600	US	TX	DALLAS	75254	14185 DALLAS PARKWAY	SUITE 1200	US	MD	933514045			4-NON	0	1231	10-K	20241231	2024	FY	20250327	2025-03-27 17:03:00.0	0	1	shr-20241231_htm.xml	1	
0002005951-25-000005	2005951	SMURFIT WESTROCK PLC	2650	IE		DUBLIN 4	D04 N2R2	BEECH HILL	CLONSKEAGH	353 1 202 7000	IE		DUBLIN 4	D04 N2R2	BEECH HILL	CLONSKEAGH	IE		000000000	SMURFIT WESTROCK PLC	20240628	4-NON	0	1231	10-K	20241231	2024	FY	20250307	2025-03-07 06:21:00.0	0	1	smur-20241231_htm.xml	1	
0002007919-25-000019	2007919	INHIBRX BIOSCIENCES, INC.	2836	US	CA	LA JOLLA	92037	11025 N. TORREY PINES ROAD, SUITE 140		(858) 795-4220	US	CA	LA JOLLA	92037	11025 N. TORREY PINES ROAD, SUITE 140		US	DE	990613523	IBEX SPINCO, INC.	20240111	4-NON	0	1231	10-K	20241231	2024	FY	20250317	2025-03-17 16:03:00.0	0	1	inbx-20241231_htm.xml	1	
0002008861-25-000007	2008861	ENDO, INC.	2834	US	PA	MALVERN	19355	9 GREAT VALLEY PARKWAY		(484) 216-0000	US	PA	MALVERN	19355	9 GREAT VALLEY PARKWAY		US	DE	301390281			4-NON	0	1231	10-K	20241231	2024	FY	20250313	2025-03-13 09:56:00.0	0	1	ndoi-20241231_htm.xml	1	
0002011286-25-000060	2011286	AMENTUM HOLDINGS, INC.	7389	US	VA	CHANTILLY	20151	4800 WESTFIELDS BOULEVARD	SUITE 400	7035790410	US	VA	CHANTILLY	20151	4800 WESTFIELDS BOULEVARD	SUITE 400	US	DE	990622272	AMAZON HOLDCO INC.	20240208	4-NON	0	0930	10-Q	20241231	2025	Q1	20250205	2025-02-05 16:36:00.0	0	1	amtm-20241227_htm.xml	1	
0002011641-25-000006	2011641	FERGUSON ENTERPRISES INC. /DE/	5070	US	VA	NEWPORT NEWS	23606	751 LAKEFRONT COMMONS		757-874-7795	US	VA	NEWPORT NEWS	23606	751 LAKEFRONT COMMONS		US	DE	000000000			1-LAF	0	0731	10-Q	20250131	2025	Q2	20250311	2025-03-11 16:16:00.0	0	1	ferg-20250131_htm.xml	1	
0002012706-25-000004	2012706	SUNRISE REALTY TRUST, INC.	6798	US	FL	WEST PALM BEACH	33401	525 OKEECHOBEE BLVD., SUITE 1650		561-510-2390	US	FL	WEST PALM BEACH	33401	525 OKEECHOBEE BLVD., SUITE 1650		US	MD	000000000			4-NON	0	1231	10-K	20241231	2024	FY	20250306	2025-03-06 07:30:00.0	0	1	suns-20241231_htm.xml	1	
0002012839-25-000013	2012839	KKR ENHANCED US DIRECT LENDING FUND-L INC.		US	CA	SAN FRANCISCO	94104	555 CALIFORNIA STREET, 50TH FLOOR		415-315-3620	US	CA	SAN FRANCISCO	94104	555 CALIFORNIA STREET, 50TH FLOOR		US	DE	996101395	KKR ENHANCED US DIRECT LENDING FUND-L	20240221	4-NON	0	1231	10-K	20241231	2024	FY	20250319	2025-03-19 14:56:00.0	0	1	ebdc-20241231_htm.xml	1	
0002014596-25-000011	2014596	CONCENTRA GROUP HOLDINGS PARENT, INC.	8093	US	PA	MECHANICSBURG	17055	C/O SELECT MEDICAL CORPORATION	4714 GETTYSBURG RD., P.O. BOX 2034	717-972-1100	US	PA	MECHANICSBURG	17055	C/O SELECT MEDICAL CORPORATION	4714 GETTYSBURG RD., P.O. BOX 2034	US	DE	301006613			4-NON	0	1231	10-K	20241231	2024	FY	20250303	2025-03-03 17:08:00.0	0	1	cghp-20241231_htm.xml	1	
0002015845-25-000012	2015845	EVERUS CONSTRUCTION GROUP, INC.	1531	US	ND	BISMARCK	58503	1730 BURNT BOAT DRIVE		7012216400	US	ND	BISMARCK	58503	1730 BURNT BOAT DRIVE		US	DE	000000000			4-NON	0	1231	10-K	20241231	2024	FY	20250228	2025-02-28 17:15:00.0	0	1	q42024-20241231_htm.xml	1	
0002018545-25-000007	2018545	FRANKLIN BSP REAL ESTATE DEBT BDC		US	NY	NEW YORK	10105	1345 AVENUE OF THE AMERICAS, SUITE 32A		212-588-6700	US	NY	NEW YORK	10105	1345 AVENUE OF THE AMERICAS, SUITE 32A		US	DE	991918767	FRANKLIN BSP REAL ESTATE CREDIT BDC	20240405	4-NON	0	1231	10-K	20241231	2024	FY	20250327	2025-03-27 13:26:00.0	0	1	fbredbdc-20241231_htm.xml	1	
0001857475-25-000008	1857475	DOLE PLC	0100	IE		DUBLIN	7	29 NORTH ANNE STREET		353 1 88 72745	IE		DUBLIN	7	29 NORTH ANNE STREET				000000000	DOLE LTD	20210416	1-LAF	1	1231	20-F	20241231	2024	FY	20250311	2025-03-11 06:08:00.0	0	1	dole-20241231_htm.xml	1	
0001857816-25-000015	1857816	GIGACLOUD TECHNOLOGY INC	5961	US	CA	EL MONTE	91731	4388 SHIRLEY AVENUE		1-626-912-8886	US	CA	EL MONTE	91731	4388 SHIRLEY AVENUE		KY		000000000			1-LAF	0	1231	10-K	20241231	2024	FY	20250303	2025-03-03 16:12:00.0	0	1	gct-20241231_htm.xml	1	
0001857853-25-000018	1857853	TRAEGER, INC.	3630	US	UT	SALT LAKE CITY	84101	533 SOUTH 400 WEST		801-701-7180	US	UT	SALT LAKE CITY	84101	533 SOUTH 400 WEST		US	DE	822739741	TGPX HOLDINGS I LLC	20210420	2-ACC	0	1231	10-K	20241231	2024	FY	20250307	2025-03-07 09:05:00.0	0	1	tra-20241231_htm.xml	1	
0001858681-25-000034	1858681	APOLLO GLOBAL MANAGEMENT, INC.	6282	US	NY	NEW YORK	10019	9 WEST 57TH STREET, 42ND FLOOR		212-515-3200	US	NY	NEW YORK	10019	9 WEST 57TH STREET, 42ND FLOOR		US	DE	863155788	TANGO HOLDINGS, INC.	20210422	1-LAF	1	1231	10-K	20241231	2024	FY	20250224	2025-02-24 16:40:00.0	0	1	apo-20241231_htm.xml	1	
0001858985-25-000003	1858985	ON HOLDING AG	3021	CH		8005 ZURICH	00000	FORRLIBUCKSTRASSE 190		41 44 225 15 55	CH		8005 ZURICH	00000	FORRLIBUCKSTRASSE 190		CH		000000000			1-LAF	1	1231	20-F	20241231	2024	FY	20250304	2025-03-04 06:14:00.0	0	1	onholdingag-20241231_htm.xml	1	
0001859919-25-000013	1859919	BARINGS PRIVATE CREDIT CORP		US	NC	CHARLOTTE	28202	300 SOUTH TRYON STREET	SUITE 2500	704-805-7200	US	NC	CHARLOTTE	28202	300 SOUTH TRYON STREET	SUITE 2500	US	MD	863780522	BARINGS PRIVATE CREDIT LLC	20210430	4-NON	0	1231	10-K	20241231	2024	FY	20250220	2025-02-20 16:18:00.0	0	1	bdc-20241231_htm.xml	1	
0001860742-25-000004	1860742	BAUSCH & LOMB CORP	3851	CA	ON	VAUGHAN	L4K 4B4	520 APPLEWOOD CRESCENT		908-541-5456	CA	ON	VAUGHAN	L4K 4B4	520 APPLEWOOD CRESCENT				000000000			1-LAF	1	1231	10-K	20241231	2024	FY	20250219	2025-02-19 16:48:00.0	0	1	blco-20241231_htm.xml	1	
0001860782-25-000024	1860782	2SEVENTY BIO, INC.	2834	US	MA	CAMBRIDGE	02210	60 BINNEY STREET		339-499-9300	US	MA	CAMBRIDGE	02210	60 BINNEY STREET		US	DE	863658454			2-ACC	0	1231	10-K	20241231	2024	FY	20250325	2025-03-25 16:16:00.0	0	1	tsvt-20241231_htm.xml	1	
0001861974-25-000004	1861974	ECARX HOLDINGS INC.	7373	CN		SHANGHAI	200030	16/F, TOWER 2	CHINA EASTERN AIRLINES BINJIANG CENTER	0571 85306757	CN		SHANGHAI	200030	16/F, TOWER 2	CHINA EASTERN AIRLINES BINJIANG CENTER			000000000			2-ACC	0	1231	20-F	20241231	2024	FY	20250326	2025-03-26 07:25:00.0	0	1	exc-20241231_htm.xml	1	
0001865107-25-000016	1865107	A.K.A. BRANDS HOLDING CORP.	5961	US	CA	SAN FRANCISCO	94104	100 MONTGOMERY STREET	SUITE 1600	415-295-6085	US	CA	SAN FRANCISCO	94104	100 MONTGOMERY STREET	SUITE 1600			870970919			4-NON	0	1231	10-K	20241231	2024	FY	20250306	2025-03-06 16:11:00.0	0	1	aka-20241231_htm.xml	1	
0001866175-25-000024	1866175	CRESCENT ENERGY CO	1311	US	TX	HOUSTON	77002	600 TRAVIS STREET	SUITE 7200	(713) 481-7782	US	TX	HOUSTON	77002	600 TRAVIS STREET	SUITE 7200	US	DE	871133610	IE PUBCO INC.	20210607	1-LAF	1	1231	10-K	20241231	2024	FY	20250226	2025-02-26 16:25:00.0	0	1	crgy-20241231_htm.xml	1	
0001866581-25-000048	1866581	DUTCH BROS INC.	5810	US	OR	GRANTS PASS	97526	300 N VALLEY DR		(541) 955-4700	US	OR	GRANTS PASS	97528-0163	PO BOX 1929		US	DE	871041305			1-LAF	1	1231	10-K	20241231	2024	FY	20250213	2025-02-13 16:08:00.0	0	1	bros-20241231_htm.xml	1	
0001866633-25-000004	1866633	CONSENSUS CLOUD SOLUTIONS, INC.	7372	US	CA	LOS ANGELES	90017	700 S. FLOWER STREET	LEGAL DEPT - 15TH FLOOR	3238609200	US	CA	LOS ANGELES	90017	700 S. FLOWER STREET	LEGAL DEPT - 15TH FLOOR	US	DE	000000000			2-ACC	0	1231	10-K	20241231	2024	FY	20250220	2025-02-19 18:14:00.0	0	1	ccs-20241231_htm.xml	1	
0001866757-25-000038	1866757	BRILLIANT EARTH GROUP, INC.	3910	US	CA	SAN FRANCISCO	94108	300 GRANT AVENUE	3RD FLOOR	(415) 918-5551	US	CA	SAN FRANCISCO	94108	300 GRANT AVENUE	3RD FLOOR	US	DE	871015499			4-NON	0	1231	10-K	20241231	2024	FY	20250313	2025-03-13 17:13:00.0	0	1	brlt-20241231_htm.xml	1	
0001867096-25-000039	1867096	XERIS BIOPHARMA HOLDINGS, INC.	2834	US	IL	CHICAGO	60607	1375 WEST FULTON STREET, SUITE 1300		844-445-5704	US	IL	CHICAGO	60607	1375 WEST FULTON STREET, SUITE 1300				871082097			2-ACC	0	1231	10-K	20241231	2024	FY	20250306	2025-03-06 16:07:00.0	0	1	xers-20241231_htm.xml	1	
0001868159-25-000011	1868159	LINEAGE, INC.	6798	US	MI	NOVI	48377	46500 HUMBOLDT DRIVE		(800) 678-7271	US	MI	NOVI	48377	46500 HUMBOLDT DRIVE		US	MD	000000000	LINEAGE GROWTH PROPERTIES, INC.	20210617	4-NON	0	1231	10-K	20241231	2024	FY	20250226	2025-02-26 07:16:00.0	0	1	line-20241231_htm.xml	1	
0001868275-25-000023	1868275	CONSTELLATION ENERGY CORP	4911	US	MD	BALTIMORE	21231	1310 POINT STREET		833-883-0162	US	MD	BALTIMORE	21231	1310 POINT STREET		US	PA	871210716	CONSTELLATION NEWHOLDCO, INC.	20210617	1-LAF	1	1231	10-K	20241231	2024	FY	20250218	2025-02-18 10:22:00.0	0	1	ceg-20241231_htm.xml	2	1168165
0001868726-25-000013	1868726	OLAPLEX HOLDINGS, INC.	2844	US	CA	SANTA BARBARA	93108	1187 COAST VILLAGE ROAD	SUITE 1-520	617-951-9461	US	CA	SANTA BARBARA	93108	1187 COAST VILLAGE ROAD	SUITE 1-520	US	DE	000000000	OLAPEX HOLDINGS, INC.	20210622	2-ACC	0	1231	10-K	20241231	2024	FY	20250304	2025-03-04 16:03:00.0	0	1	olpx-20241231_htm.xml	1	
0001868778-25-000007	1868778	INFORMATICA INC.	7372	US	CA	REDWOOD CITY	94063	2100 SEAPORT BLVD.		650-385-5000	US	CA	REDWOOD CITY	94063	2100 SEAPORT BLVD.				611999534			1-LAF	1	1231	10-K	20241231	2024	FY	20250225	2025-02-25 16:11:00.0	0	1	infa-20241231_htm.xml	1	
0001771515-25-000017	1771515	GROCERY OUTLET HOLDING CORP.	5411	US	CA	EMERYVILLE	94608	5650 HOLLIS STREET		(510) 845-1999	US	CA	EMERYVILLE	94608	5650 HOLLIS STREET		US	DE	471874201			1-LAF	1	1231	10-K	20241231	2024	FY	20250226	2025-02-26 16:04:00.0	0	1	go-20241228_htm.xml	1	
0001772016-25-000028	1772016	BELLRING BRANDS, INC.	2000	US	MO	ST. LOUIS	63144	2503 S. HANLEY ROAD		314-644-6400	US	MO	ST. LOUIS	63144	2503 S. HANLEY ROAD				873296749			1-LAF	0	0930	10-Q	20241231	2025	Q1	20250204	2025-02-04 12:27:00.0	0	1	brbr-20241231_htm.xml	1	
0001772253-25-000011	1772253	FLEX LNG LTD.	4400	BM		HAMILTON	00000	PAR-LA-VILLE PLACE	14 PAR-LA-VILLE ROAD	47 23 11 40 00	BM		HAMILTON	00000	PAR-LA-VILLE PLACE	14 PAR-LA-VILLE ROAD	BM		000000000			1-LAF	1	1231	20-F	20241231	2024	FY	20250228	2025-02-28 09:55:00.0	0	1	flng-20241231_htm.xml	1	
0001772695-25-000020	1772695	SUNNOVA ENERGY INTERNATIONAL INC.	4931	US	TX	HOUSTON	77046	20 EAST GREENWAY PLAZA, SUITE 540		(281) 985-9900	US	TX	HOUSTON	77046	20 EAST GREENWAY PLAZA, SUITE 540		US	DE	000000000			1-LAF	0	1231	10-K	20241231	2024	FY	20250303	2025-03-03 16:01:00.0	0	1	nova-20241231_htm.xml	1	
0001772921-25-000013	1772921	ONEWATER MARINE INC.	5531	US	GA	BUFORD	30518	6275 LANIER ISLANDS PARKWAY		(855) 208-4359	US	GA	BUFORD	30518	6275 LANIER ISLANDS PARKWAY		US	DE	000000000			2-ACC	0	0930	10-Q	20241231	2025	Q1	20250131	2025-01-31 16:09:00.0	0	1	onew-20241231_htm.xml	1	
0001829126-25-001913	1813603	HESTIA INSIGHT INC.	8742	US	NV	LAS VEGAS	89101	400 S. 4TH STREET SUITE 500		929-329-4756	US	NV	LAS VEGAS	89101	400 S. 4TH STREET SUITE 500		US	NV	850994055			4-NON	0	1130	10-K	20241130	2024	FY	20250319	2025-03-19 17:27:00.0	0	1	hestiainsight_10k_htm.xml	1	
0001829126-25-001934	910267	TITAN PHARMACEUTICALS INC	2836	US	CA	SAN FRANCISCO	94080	400 OYSTER POINT BLVD	SUITE 505	6502444990	US	CA	SAN FRANCISCO	94080	400 OYSTER POINT BLVD	SUITE 505	US	DE	943171940			4-NON	0	1231	10-K	20241231	2024	FY	20250320	2025-03-20 16:31:00.0	0	1	titanpharma_10k_htm.xml	1	
0001829126-25-001963	1841209	MICROCLOUD HOLOGRAM INC.	7370	US	NY	NEW YORK	10017	100 PARK AVENUE		2125993322	US	NY	NEW YORK	10017	100 PARK AVENUE		KY		000000000	GOLDEN PATH ACQUISITION CORP	20210120	4-NON	0	1231	20-F	20241231	2024	FY	20250321	2025-03-21 12:31:00.0	0	1	microcloud_20f_htm.xml	1	
0001829126-25-001989	1860879	RIGEL RESOURCE ACQUISITION CORP.	6770	US	NY	NEW YORK	10018	C/O ORION RESOURCE PARTNERS (USA) LP	7 BRYANT PARK	(212) 596-3511	US	NY	NEW YORK	10018	C/O ORION RESOURCE PARTNERS (USA) LP	7 BRYANT PARK			000000000			4-NON	0	1231	10-K	20241231	2024	FY	20250324	2025-03-21 17:48:00.0	0	1	rigelresources_10k_htm.xml	1	
